datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_title,181032,2,Sketch of a Femal Torso [Samoan?],,,
previous_title,181034,2,"Triptych of Classical Figures [study for stained glass window, Commerce, in the William H. Vanderbilt mansion, New York City]",,,
previous_title,181047,2,Man in Eighteenth-Century Costume Preaching to Indians,,,
previous_title,181051,2,"Compositional Study (possibly ""The Crusader's Return"", oil on canvas)",,,
previous_title,181053,2,Profile of a Man's Head,,,
previous_title,181055,2,Recto: Two Cavaliers;  Verso: Sketch of Female Nude,,,
previous_title,181057,2,Girl in European Costume Sitting on Stone Bench,,,
previous_title,181058,2,Seated Female Figure,,,
previous_title,181069,2,Reclining Female Nude from Rear,,,
previous_title,181078,2,Untitled,,,
previous_title,181081,2,Five Men Seated at a Table,,,
previous_title,181082,2,Four Male Heads,,,
previous_title,181085,2,Nine American Indian Dancers,,,
previous_title,181093,2,Untitled [interior with shadow of a dog],,,
previous_title,181102,2,Two Women Walking I,,,
previous_title,181104,2,Two Woman Walking II,,,
previous_title,181107,2,"Recto: Derelicts under the ""El"" I; Verso: Derelicts under the ""El""",,,
previous_title,181109,2,Harbor with Small Sailing Craft at Anchor,,,
previous_title,181110,2,Recto: Ship in a Harbor; Verso: Cityscape with Figures,,,
previous_attribution,181111,1,Homer Hudson Martin,"Martin, Homer Hudson",,
previous_title,181118,3,"Study for ""Leisure and Labor"" [also called Doing and Dreaming, 1858, oil on canvas, Corcoran Gallery of Art]",,,
previous_title,181121,2,Untitled [seated woman],,,
previous_title,181123,2,Portrait of Milton Avery,,,
previous_title,181135,2,The Locust,,,
previous_title,181143,2,Nude Woman & Pierrot,,,
previous_title,181146,2,Recto: Seacost by Moonlight; Verso: Sketch of Elegantly Dressed Woman,,,
previous_title,181152,2,"""York River"" [Connecticut]",,,
previous_title,181153,2,"""Newburyport"" [Massachusetts]",,,
previous_title,181157,2,We Are Soldiers in the Army...,,,
previous_title,181158,2,"The Pescatory, Sept. 1834",,,
previous_title,181161,2,Steam Cloud,,,
previous_title,181171,2,Six Sketches of Figure Groups,,,
previous_title,181172,2,"Landscape of a House and Trees, Long Island, New York",,,
previous_title,181173,2,View of a Valley with a River and Mountains,,,
previous_title,181191,2,Leaping Deer Design,,,
previous_title,181191,3,Design of Leaping Deer,,,
previous_title,181193,2,Untitled (Rock Bluff with Figures),,,
previous_title,181198,3,"David Burns' Cottage and the Washington Monument, Washington, D.C.",,,
previous_title,181230,2,Untitled [abstraction],,,
previous_attribution,181397,1,James Moser,"Moser, James",,
previous_title,181397,3,Drawing for the CGA 1892 General Catalogue (Outside Staircase of CGA),,,
previous_attribution,181401,1,James Moser,"Moser, James",,
previous_title,181401,3,Drawing for the CGA 1892 General Catalogue (Column with pilasters),,,
previous_title,181405,3,Drawing for the CGA 1892 General Catalogue   (Plaster casts),,,
previous_title,181409,3,"Drawing for the CGA 1892 General Catalogue   (Bronze, cloisonne, etc.)",,,
previous_title,181413,3,"Drawing for the CGA 1892 General Catalogue   (Mallet, callipers, clay scraper and palm frond)",,,
previous_attribution,181425,1,Utagawa Hiroshige,"Hiroshige, Utagawa",,
previous_title,181433,2,No. 1 The Charge,,,
previous_title,181577,3,"Do It Yourself, The Human Voice",,,
previous_title,181585,2,Scout Plains at Dawn,,,
previous_attribution,181605,1,K. van Elten,"Elten, K. van",,
previous_title,181621,2,Mrs. J. Colman Drayton (after D. Huntington),,,
previous_title,181637,3,Buildings and Mountains,,,
previous_title,181729,2,"New England Landscape, Harvesting",,,
previous_attribution,181753,1,"Goupil & Company, after Charle Loring Elliott",Goupil & Company after Charles Loring Elliott,,
previous_title,181753,3,W.W. Corcoran,,,
previous_title,181773,2,Old Windjammery,,,
previous_title,181777,2,Birthplace of Daniel Webster,,,
previous_title,181917,2,"Landing of the American Forces under General Scott at Vera Cruz, March 9, 1847",,,
previous_title,182021,3,Blue Valley Hunt,,,
previous_title,182165,3,Drawing for the CGA 1892 General Catalogue (Staircase),,,
previous_title,182215,2,Untitled [two female Nudes],,,
previous_title,182218,2,"""II. The Lapis in a Vertical Position--Man-God, Soul-Spirit"" [for image II, illustration for ""second version"" of The Lapis by I. Rice Pereira, distributed by George Wittenborn, New York, 1957]",,,
previous_attribution,182218,1,Irene Rice Pereira,"Pereira, Irene Rice",,
previous_title,182220,2,Three Men,,,
previous_title,182221,2,"""V. The Image in Perspective"" [for image V, illustration for ""second version"" of The Lapis by I. Rice Pereira, distributed by George Wittenborn, New York, 1957]",,,
previous_attribution,182221,1,Irene Rice Pereira,"Pereira, Irene Rice",,
previous_title,182222,2,"""III. Vertical View of the Lapis from Above, Mediaeval Image of the World-View"" [for image III, illustration for ""second version"" of The Lapis by I. Rice Pereira, distributed by George Wittenborn, New York, 1957]",,,
previous_attribution,182222,1,Irene Rice Pereira,"Pereira, Irene Rice",,
previous_title,182223,2,"""Image from Dream 11/29/54, Version No. 2"" [for Image I, illustration for ""second version"" of The Lapis by I. Rice Pereira, distributed by George Wittenborn, New York, 1957]",,,
previous_attribution,182223,1,Irene Rice Pereira,"Pereira, Irene Rice",,
previous_title,182224,2,"Recto: Two Sketches of an Ideal Female Head; Verso: Six Sketches: A Face, Hands, and Parts of a Dress",,,
previous_title,182226,2,"Seated Young Lady, Writing",,,
previous_title,182227,2,Recto: Six Sketches of Hands; Verso: Assorted Sketches of Figures and Perspective Lines [?],,,
previous_title,182229,2,Recto: Corn Husking; Verso: Bust of Man,,,
previous_title,182230,2,Assorted Sketches Including Head of an old Woman and Knitting Hands,,,
previous_title,182235,2,Recto: Sail Makers; Verso: Sketch of a Tree,,,
previous_title,182240,3,Drawing for the CGA 1892 General Catalogue   (Vase and Palm),,,
previous_title,182248,2,Study [Nude Standing on One Foot],,,
previous_title,182254,2,"Male Nude, Arm Lifted, Foot on Stair",,,
previous_title,182256,3,Drawing for the CGA 1892 General Catalogue   (Marbles),,,
previous_title,182264,2,Untitled [abstraction],,,
previous_title,182265,3,"Recto: Three Fishermen in a Skiff [study for Shad Fishing on the Hudson, 1846, oil on canvas, New Britain Museum of American Art]; Verso: Two Men in a Skiff",,,
previous_title,182277,2,"""Study--One Step"" [formerly titled Floyd Dell Dancing with His Wife] and Sketches of a Head and a Left Foot",,,
previous_title,182280,2,"San Giorgio Maggiore, Venice, Evening",,,
previous_title,182281,2,Untitled [abstraction],,,
previous_title,182285,3,Drawing for the CGA 1892 General Catalogue (staircase),,,
previous_attribution,182289,1,James Moser,"Moser, James",,
previous_title,182289,3,Drawing for the CGA 1892 General Catalogue,,,
previous_attribution,182290,1,James Moser,"Moser, James",,
previous_title,182290,3,Drawing for the CGA 1892 General Catalogue,,,
previous_attribution,182292,1,James Moser,"Moser, James",,
previous_title,182292,3,Drawing for the CGA 1892 General Catalogue   (Sculpture figurine and palm),,,
previous_title,182295,3,Drawing for the CGA 1892 General Catalogue   (Frieze and two classical casts),,,
previous_title,182296,2,"Drawing for the CGA 1892 General Catalogue   (Niche from the Renwick Bldg, Palm, and the letterH)",,,
previous_title,182299,2,A Longboat Beached,,,
previous_title,182317,2,Mission and House,,,
previous_title,182404,2,The Model,,,
previous_title,182418,2,Conflit,,,
previous_title,182442,2,Back from Newak (or Wewak),,,
previous_attribution,182447,1,Carl Christian Brenner,"Brenner, Carl Christian",,
previous_attribution,182448,1,Carl Christian Brenner,"Brenner, Carl Christian",,
previous_title,182474,2,"Senlis, 1930",,,
previous_title,182475,3,"The Harbor Scene, Maine",,,
previous_title,182479,2,Deserted Farm (Vermont),,,
previous_attribution,182492,1,Alfred Jones (after R.C. Woodville),"Jones (after R.C. Woodville), Alfred",,
previous_title,182500,2,Untitled View,,,
previous_title,182511,2,Section Drawing of the Corcoran Gallery of Art,,,
previous_title,182519,3,"Do It Yourself, Capacitance Relay",,,
previous_title,182549,2,Landscape,,,
previous_title,182552,2,Sacco and Vanzetti,,,
previous_title,182554,2,"Evening Magic (July 1988, Original Print Calendar of the Washington Area Printmakers)",,,
previous_title,182561,3,Cloister Garden of Mission,,,
previous_title,182585,2,End of Perfect Day,,,
previous_title,182590,2,Cool Pockets at New Bedford,,,
previous_title,182613,2,Recto: Soldiers in a Devastated Landscape; Verso: Devastated Trees,,,
previous_title,182653,2,Chicken Vendors,,,
previous_title,182656,2,"Old Dominy House, Easthampton",,,
previous_title,182657,2,English Elms in Central Park,,,
previous_title,182661,2,Gloucester Inner Harbor,,,
previous_title,182667,2,Hickories in a Hay Field,,,
previous_title,182670,2,Old Chinatown,,,
previous_title,182673,2,Nude (and proof of THE LITHOGRAPHER),,,
previous_title,182674,2,Wild Cherry Tree,,,
previous_title,182676,2,Virginia (at) 11,,,
previous_title,182686,2,"New York Skyline, Dark Buildings",,,
previous_title,182689,2,Land of Nodhadows,,,
previous_title,182717,2,View of West Point (after Geo. Catlin),,,
previous_title,182758,2,"""An Army Smithy in the Marne Valley, 1918""",,,
previous_title,182762,2,"""The Americans at Chateau Thierry, 1918. The Infantry at Rest During the Advance on Soisson, July 1918""",,,
previous_title,182775,2,Bookplate with the Arm of Harvard College,,,
previous_title,182776,2,Bookplate with the Arm of Harvard College,,,
previous_title,182812,3,Shigiyama - A Study (Noh Actor),,,
previous_attribution,182878,1,E. Landon Lou Stovall,"Landon, E. Stovall, Lou",,
previous_title,182897,4,Untitled (Two Figures at a Table),,,
previous_title,182904,2,The Other Side,,,
previous_title,182912,2,Untitled (Man Battling Winged Horse),,,
previous_title,182932,2,"On the Pagoda Platform, Rangoon",,,
previous_title,182933,2,Street in Jeypore at Evening,,,
previous_title,182945,2,Pennsylvania R.R. Scrapped,,,
previous_title,183003,3,Beasts of Burden,,,
previous_title,183004,3,On the Dock,,,
previous_title,183004,2,Dockside Scene of People and Three-Masted Sailing Vessel,,,
previous_title,183024,2,Untitled (landscape with pool),,,
previous_title,183025,2,Untitled,,,
previous_attribution,183031,1,Norma Morgan,"Morgan, Norma",,
previous_attribution,183032,1,Norma Morgan,"Morgan, Norma",,
previous_title,183036,2,Tokio #1 (Street Scene),,,
previous_attribution,183044,1,Thomas Willoughby Nason,"Nason, Thomas Willoughby",,
previous_title,183044,2,Winter,,,
previous_attribution,183047,1,Thomas Willoughby Nason,"Nason, Thomas Willoughby",,
previous_title,183047,2,The Sheep Fold,,,
previous_title,183051,2,Vermont Maples,,,
previous_title,183073,2,"Standing Male Nude [study for The Landing of Columbus, ca. 1837-1847, U.S. Capitol]",,,
previous_title,183090,2,Skyscrapers,,,
previous_title,183092,2,"Rossetti's House, London",,,
previous_title,183093,2,St. Martins Bridge,,,
previous_title,183109,2,"Three Studies of Soldiers [study for Gassed, 1918-1919, oil on canvas, Imperial War Museum, London]",,,
previous_title,183112,2,Loading Up 2,,,
previous_title,183115,2,Gloucester 3,,,
previous_attribution,183116,1,Charles Platt,"Platt, Charles",,
previous_title,183142,2,Factories,,,
previous_title,183145,2,Long Island Meadows,,,
previous_title,183156,2,Chicken on House,,,
previous_title,183157,2,Bust of an Unknown Man (George Washington),,,
previous_title,183165,2,"Seville, Roofs and Pinnacles",,,
previous_attribution,183168,1,Ernest Roth,"Roth, Ernest",,
previous_title,183181,2,John C. Herbert,,,
previous_attribution,183183,1,Utagawa Hiroshige,"Hiroshige, Utagawa",,
previous_title,183185,2,Copper Plate for James Campbell,,,
previous_title,183208,2,Untitled,,,
previous_title,183222,2,Untitled (Woman Combing Hair),,,
previous_title,183224,2,Untitled,,,
previous_title,183245,3,Indian Camp in the Rockies,,,
previous_attribution,183267,1,Di Stovall Lou Stovall,"Stovall, Di Stovall, Lou",,
previous_attribution,183268,1,Di Stovall Lou Stovall,"Stovall, Di Stovall, Lou",,
previous_title,183271,2,"Burning of the Theatre in Richmond, Virginia - 26, December, 1811",,,
previous_title,183292,3,(Poster) for NCFA,,,
previous_title,183302,3,"War Sketch, in the Capital",,,
previous_title,183327,3,Aristide Briand,,,
previous_title,183335,2,Street Scene with Trolley Cars,,,
previous_title,183350,2,Two Youths and a Horse on a Beach,,,
previous_title,183351,2,A Herd of Cattle in a Landscape,,,
previous_title,183372,2,The Steamer Yellowstone on the 19th April 1833,,,
previous_title,183388,2,"Boats at Peel, Isle of Man, 1889",,,
previous_title,183393,2,Early Lighthore,,,
previous_title,183404,2,Quiet Drove,,,
previous_title,183412,3,"Governor's Palace, Old Santa Fe [New Mexico]",,,
previous_title,183415,4,Becquet (the Fiddler),,,
previous_title,183419,2,The Cover for the French Set of Etchings,,,
previous_title,183432,2,Traghetto,,,
previous_title,183440,2,Annie (seated),,,
previous_title,183449,2,"Drouet, Sculpteur",,,
previous_title,183454,2,"`Le Pont Neuf -- Paris, after Meryon'",,,
previous_title,183499,2,Deshabillie,,,
previous_title,183500,2,Spar Shop,,,
previous_title,183501,2,Stone Fences,,,
previous_title,183514,3,Untitled,,,
previous_title,183531,2,Mountain Cabin,,,
previous_attribution,183532,1,S. Seymour (after T. Birch),"Seymour (after T. Birch), S.",,
previous_title,183534,3,Mission and Mts.,,,
previous_attribution,183541,1,C. Christian Brenner,"Brenner, Carl C.",,
previous_attribution,183541,2,Carl Christian Brenner,"Brenner, Carl Christian",,
previous_attribution,183542,1,George L. Brown,"Brown, George L.",,
previous_attribution,183543,1,George L. Brown,"Brown, George L.",,
previous_title,183549,2,Fishing Village,,,
previous_title,183552,2,Landscape,,,
previous_title,183563,2,An Easthampton Idyl,,,
previous_title,183565,2,Old Mulford Farm,,,
previous_title,183568,2,Untitled,,,
previous_title,183587,3,"The Mosque, Constantinople",,,
previous_title,183594,2,Untitled,,,
previous_title,183611,2,"Street Scene on E Street, with Post Office Clock Tower in Background",,,
previous_title,183619,2,Baling Hay (at Granado?),,,
previous_title,183671,4,"Grosser Musikoerinsaal, Wien",,,
previous_title,183702,2,Windmills at Bruges,,,
previous_title,183703,2,"Two Studies for ""Sowing the Word"" [female bust and profile]",,,
previous_title,183769,3,Fabian (The Ideal Head),,,
previous_title,183774,2,Mountain Cottage at Kitzbuhelhorn,,,
previous_title,183778,2,Breton Beach,,,
previous_title,183809,2,"Port Manech,1928",,,
previous_title,183811,2,"Uder the North Downe, Kent",,,
previous_title,183813,2,"Oast House, near Lamberhurst, Kent",,,
